"","name","sex","year","n"
"4119","Michelle","Female",1967,393
"4120","Amanda","Female",1985,392
"4121","Peter","Male",1974,392
"4122","Benjamin","Male",1979,391
"4123","Chloe","Female",2002,391
"4124","Jacob","Male",1997,391
"4125","Stephen","Male",1966,391
"4126","Thomas","Male",1998,391
"4127","Christopher","Male",1970,390
"4128","Darren","Male",1966,390
"4129","Jessica","Female",2000,390
"4130","Daniel","Male",1974,389
"4131","Chloe","Female",2000,388
"4132","Jason","Male",1969,388
"4133","Samuel","Male",1993,388
"4134","Stephen","Male",1967,388
"4135","Andrew","Male",1966,387
"4136","Debra","Female",1960,387
"4137","Luke","Male",1995,387
"4138","Mark","Male",1976,387
"4139","Rebecca","Female",1986,387
"4140","Anthony","Male",1961,386
"4141","Jennifer","Female",1960,386
"4142","Kylie","Female",1973,386
"4143","Daniel","Male",2000,385
"4144","Luke","Male",1987,385
"4145","Luke","Male",1989,385
"4146","Christopher","Male",1994,384
"4147","Emily","Female",1997,384
"4148","James","Male",1985,384
"4149","Nicholas","Male",1996,384
"4150","Paul","Male",1975,384
"4151","Thomas","Male",2003,384
"4152","William","Male",2005,384
"4153","Craig","Male",1969,383
"4154","Luke","Male",1994,383
"4155","Thomas","Male",2002,383
"4156","Nicholas","Male",1989,382
"4157","Thomas","Male",1991,382
"4158","Andrew","Male",1992,381
"4159","James","Male",1984,381
"4160","Debra","Female",1961,380
"4161","James","Male",1987,380
"4162","Luke","Male",1992,380
"4163","Nicholas","Male",1990,380
"4164","Samantha","Female",1990,380
"4165","Luke","Male",1990,379
"4166","Sarah","Female",1993,379
"4167","Scott","Male",1977,379
"4168","Adam","Male",1985,378
"4169","Chloe","Female",2001,378
"4170","Emily","Female",2005,378
"4171","Jennifer","Female",1961,378
"4172","Matthew","Male",2003,378
"4173","Mitchell","Male",1992,378
"4174","Ella","Female",2005,377
"4175","Jason","Male",1978,377
"4176","Mark","Male",1978,377
"4177","Rebecca","Female",1978,377
"4178","Mark","Male",1975,376
"4179","Matthew","Male",2002,376
"4180","Melissa","Female",1976,376
"4181","Nicholas","Male",1998,376
"4182","Rebecca","Female",1988,376
"4183","Michelle","Female",1975,375
"4184","Nicholas","Male",1997,374
"4185","Adam","Male",1983,373
"4186","Amanda","Female",1977,373
"4187","Emily","Female",1995,373
"4188","John","Male",1972,373
"4189","Shane","Male",1974,373
"4190","Thomas","Male",1992,373
"4191","Liam","Male",1996,372
"4192","Mitchell","Male",1991,372
"4193","Mitchell","Male",1995,372
"4194","Benjamin","Male",1976,371
"4195","Rebecca","Female",1992,371
"4196","Anthony","Male",1966,370
"4197","David","Male",1990,370
"4198","Dylan","Male",1993,370
"4199","James","Male",1983,370
"4200","Jennifer","Female",1963,370
"4201","Melissa","Female",1983,370
"4202","Nicholas","Male",1991,370
"4203","Samantha","Female",1987,370
"4204","Scott","Male",1970,370
"4205","Scott","Male",1975,370
"4206","Benjamin","Male",2001,369
"4207","William","Male",2003,369
"4208","David","Male",1987,368
"4209","Ella","Female",2004,368
"4210","Jordan","Male",1994,368
"4211","Joshua","Male",1982,368
"4212","Michael","Male",1995,368
"4213","Thomas","Male",1994,368
"4214","Anthony","Male",1964,367
"4215","Rebecca","Female",1977,367
"4216","Rebecca","Female",1990,367
"4217","Benjamin","Male",1996,366
"4218","Gregory","Male",1963,366
"4219","Jessica","Female",1999,366
"4220","Rebecca","Female",1987,366
"4221","Christopher","Male",1969,365
"4222","Lachlan","Male",1996,365
"4223","Samuel","Male",1996,365
"4224","Jacob","Male",1998,364
"4225","Ryan","Male",2005,364
"4226","Rebecca","Female",1989,363
"4227","Craig","Male",1971,362
"4228","Jessica","Female",1983,362
"4229","Lisa","Female",1968,362
"4230","Samuel","Male",1999,362
"4231","Anthony","Male",1963,361
"4232","Craig","Male",1972,361
"4233","Jake","Male",1995,361
"4234","Andrew","Male",1989,360
"4235","Chloe","Female",2004,360
"4236","Luke","Male",1980,360
"4237","Sarah","Female",1997,360
"4238","Timothy","Male",1985,360
"4239","Chloe","Female",2003,358
"4240","Daniel","Male",1999,358
"4241","Melissa","Female",1977,358
"4242","Amanda","Female",1984,357
"4243","Christopher","Male",1993,356
"4244","Michelle","Female",1977,356
"4245","Nicholas","Male",2000,356
"4246","Emily","Female",1994,355
"4247","Matthew","Male",2004,355
"4248","Anthony","Male",1974,354
"4249","Chloe","Female",1998,354
"4250","Julie","Female",1960,354
"4251","Julie","Female",1961,354
"4252","Kylie","Female",1975,354
"4253","Liam","Male",1998,354
"4254","Nicole","Female",1977,354
"4255","Thomas","Male",1990,354
"4256","Mark","Male",1981,353
"4257","Nicholas","Male",1999,353
"4258","Ryan","Male",2004,353
"4259","Samantha","Female",1989,353
"4260","Anthony","Male",1973,352
"4261","Benjamin","Male",1999,352
"4262","Benjamin","Male",2002,352
"4263","Nicole","Female",1974,352
"4264","Stephen","Male",1969,352
"4265","Adam","Male",1981,351
"4266","Ethan","Male",2001,350
"4267","Nathan","Male",1989,350
"4268","Rebecca","Female",1979,350
"4269","Sarah","Female",1999,350
"4270","Stephen","Male",1971,350
"4271","David","Male",1989,349
"4272","Jack","Male",1993,349
"4273","James","Male",1997,349
"4274","Kylie","Female",1972,349
"4275","Matthew","Male",1972,349
"4276","Scott","Male",1969,349
"4277","Stephen","Male",1970,349
"4278","Andrew","Male",1965,348
"4279","Chloe","Female",2005,348
"4280","Michelle","Female",1966,347
"4281","Amanda","Female",1980,346
"4282","Dylan","Male",1996,346
"4283","Timothy","Male",1983,346
"4284","Benjamin","Male",1997,345
"4285","Melissa","Female",1978,345
"4286","Melissa","Female",1981,345
"4287","Mitchell","Male",1996,345
"4288","Stephen","Male",1965,345
"4289","Stephen","Male",1968,345
"4290","Susan","Female",1965,345
"4291","Amanda","Female",1979,344
"4292","Darren","Male",1971,344
"4293","Jason","Male",1979,344
"4294","Samuel","Male",1995,344
"4295","Samuel","Male",2004,344
"4296","Jake","Male",1993,343
"4297","James","Male",1982,343
"4298","Paul","Male",1977,343
"4299","Samuel","Male",1994,343
"4300","Benjamin","Male",1995,342
"4301","Benjamin","Male",2003,342
"4302","Jordan","Male",1995,342
"4303","Liam","Male",1999,342
"4304","Samuel","Male",2005,342
"4305","Anthony","Male",1962,341
"4306","Melissa","Female",1979,341
"4307","Robert","Male",1973,341
"4308","Ryan","Male",1990,341
"4309","Lisa","Female",1970,340
"4310","Scott","Male",1983,340
"4311","Thomas","Male",1989,340
"4312","Gregory","Male",1964,339
"4313","Jake","Male",1996,338
"4314","Luke","Male",1988,338
"4315","Nicole","Female",1973,338
"4316","Rebecca","Female",1991,338
"4317","Mitchell","Male",1990,337
"4318","Sharon","Female",1969,337
"4319","Adam","Male",1982,336
"4320","Amanda","Female",1978,336
"4321","Andrew","Male",1993,336
"4322","Jacob","Male",1994,336
"4323","Mark","Male",1982,336
"4324","Nicole","Female",1975,336
"4325","Robert","Male",1982,336
"4326","Samuel","Male",2000,336
"4327","Alexander","Male",1994,335
"4328","Ella","Female",2003,335
"4329","Georgia","Female",1999,335
"4330","Jacob","Male",1996,335
"4331","James","Male",1998,335
"4332","Melissa","Female",1984,335
"4333","Sarah","Female",1998,335
"4334","Steven","Male",1977,335
"4335","Darren","Male",1972,334
"4336","Samuel","Male",2003,334
"4337","Emily","Female",1992,333
"4338","Jordan","Male",1996,333
"4339","Mark","Male",1980,333
"4340","Scott","Male",1976,333
"4341","John","Male",1974,332
"4342","Susan","Female",1968,332
"4343","Sarah","Female",1981,331
"4344","Adam","Male",1979,330
"4345","Christopher","Male",1968,330
"4346","Dylan","Male",1994,330
"4347","Amanda","Female",1986,329
"4348","Jason","Male",1980,329
"4349","Melissa","Female",1982,329
"4350","Jacob","Male",2001,328
"4351","James","Male",1999,328
"4352","Mark","Male",1977,328
"4353","Michael","Male",1996,328
"4354","Nicole","Female",1976,328
"4355","Robert","Male",1983,328
"4356","Timothy","Male",1987,328
"4357","Nicholas","Male",2003,327
"4358","Samuel","Male",2002,327
"4359","Scott","Male",1982,327
"4360","Craig","Male",1974,326
"4361","Liam","Male",2000,326
"4362","Scott","Male",1981,326
"4363","Amanda","Female",1987,325
"4364","Craig","Male",1970,325
"4365","Jason","Male",1981,325
"4366","Nathan","Male",1982,325
"4367","Scott","Male",1979,325
"4368","Tracey","Female",1968,325
"4369","Tracey","Female",1971,325
"4370","Daniel","Male",2003,324
"4371","Emma","Female",1991,324
"4372","Georgia","Female",2000,324
"4373","Samantha","Female",1992,324
"4374","David","Male",1992,323
"4375","Benjamin","Male",2000,322
"4376","Liam","Male",2001,322
"4377","Mitchell","Male",1997,322
"4378","Robert","Male",1974,322
"4379","Shane","Male",1975,322
"4380","Nathan","Male",1986,321
"4381","Samantha","Female",1988,321
"4382","Steven","Male",1975,321
"4383","William","Male",2001,321
"4384","Andrew","Male",1964,320
"4385","Jacob","Male",1995,320
"4386","James","Male",2000,320
"4387","Peter","Male",1979,320
"4388","Samuel","Male",1990,320
"4389","Timothy","Male",1982,320
"4390","Amanda","Female",1976,319
"4391","Jordan","Male",1997,319
"4392","Dylan","Male",1995,318
"4393","Dylan","Male",1998,318
"4394","Jessica","Female",2002,318
"4395","Paul","Male",1976,318
"4396","Peter","Male",1980,318
"4397","Samantha","Female",1993,318
"4398","Steven","Male",1976,318
"4399","Nathan","Male",1985,317
"4400","Nicole","Female",1981,317
"4401","Sharon","Female",1963,317
"4402","David","Male",1991,316
"4403","Nicole","Female",1972,316
"4404","Scott","Male",1978,316
"4405","Timothy","Male",1981,316
"4406","Liam","Male",2003,315
"4407","Michael","Male",1997,315
"4408","Nathan","Male",1983,315
"4409","Olivia","Female",2005,315
"4410","John","Male",1973,314
"4411","Nathan","Male",1993,314
"4412","Nicholas","Male",1988,314
"4413","Steven","Male",1968,314
"4414","William","Male",1999,314
"4415","Lisa","Female",1969,313
"4416","Samantha","Female",1991,313
"4417","Steven","Male",1970,313
"4418","Jacob","Male",1993,312
"4419","Julie","Female",1962,312
"4420","Matthew","Male",2005,312
"4421","Michelle","Female",1978,312
"4422","Nathan","Male",1987,312
"4423","Sarah","Female",2000,312
"4424","Karen","Female",1973,311
"4425","Paul","Male",1978,311
"4426","Peter","Male",1981,311
"4427","Peter","Male",1982,311
"4428","Sharon","Female",1965,311
"4429","Ian","Male",1961,310
"4430","Jake","Male",1997,310
"4431","Peter","Male",1975,310
"4432","Rebecca","Female",1993,310
"4433","Robert","Male",1975,310
"4434","Robert","Male",1984,310
"4435","Ryan","Male",1996,310
"4436","Steven","Male",1969,310
"4437","Mark","Male",1979,309
"4438","Nathan","Male",1981,309
"4439","Susan","Female",1966,309
"4440","Craig","Male",1967,308
"4441","Melissa","Female",1973,308
"4442","Melissa","Female",1985,308
"4443","Ryan","Male",2000,308
"4444","Susan","Female",1967,308
"4445","Andrew","Male",1994,307
"4446","Benjamin","Male",1998,307
"4447","Debra","Female",1962,307
"4448","Emily","Female",1991,307
"4449","Jacob","Male",2002,307
"4450","Jacob","Male",2003,307
"4451","Jason","Male",1983,307
"4452","Nicole","Female",1982,307
"4453","Amanda","Female",1974,306
"4454","Anthony","Male",1975,306
"4455","Benjamin","Male",2004,306
"4456","Nathan","Male",1984,306
"4457","Sandra","Female",1961,306
"4458","William","Male",2002,306
"4459","Jennifer","Female",1962,305
"4460","Peter","Male",1977,305
"4461","Steven","Male",1971,305
"4462","Amanda","Female",1988,304
"4463","Dylan","Male",1997,304
"4464","Karen","Female",1972,304
"4465","Nathan","Male",1991,304
"4466","Adam","Male",1980,303
"4467","Liam","Male",2002,303
"4468","Luke","Male",1979,303
"4469","Rebecca","Female",1976,303
"4470","Scott","Male",1968,303
"4471","Wayne","Male",1960,303
"4472","Adam","Male",1986,302
"4473","Gary","Male",1960,302
"4474","Ian","Male",1960,302
"4475","Nicholas","Male",2001,302
"4476","Alexander","Male",1993,301
"4477","Amanda","Female",1973,301
"4478","Georgia","Female",2001,301
"4479","Nathan","Male",1988,301
"4480","Ryan","Male",1992,301
"4481","Ryan","Male",1995,301
"4482","Steven","Male",1978,301
"4483","Timothy","Male",1984,301
"4484","Timothy","Male",1986,301
"4485","Emma","Female",1994,300
"4486","Jennifer","Female",1964,300
"4487","Lisa","Female",1971,300
"4488","Peter","Male",1976,300
"4489","Scott","Male",1980,300
"4490","Hannah","Female",2001,299
"4491","Kylie","Female",1977,299
"4492","Ryan","Male",2001,299
"4493","Tracey","Female",1970,299
"4494","Wayne","Male",1961,299
"4495","Daniel","Male",2002,298
"4496","Dylan","Male",2003,298
"4497","Emma","Female",1993,298
"4498","Nicholas","Male",1987,298
"4499","Shane","Male",1969,298
"4500","Craig","Male",1975,297
"4501","James","Male",2001,297
"4502","James","Male",2003,297
"4503","Nicholas","Male",2002,297
"4504","Amanda","Female",1972,296
"4505","Anthony","Male",1977,296
"4506","Christopher","Male",1995,296
"4507","Deborah","Female",1961,296
"4508","Jordan","Male",1993,296
"4509","Julie","Female",1963,296
"4510","Peter","Male",1983,296
"4511","Robyn","Female",1960,296
"4512","Tracey","Female",1967,296
"4513","Connor","Male",2001,295
"4514","Daniel","Male",2001,295
"4515","Jacob","Male",2004,295
"4516","James","Male",1981,295
"4517","Lachlan","Male",1995,295
"4518","Melissa","Female",1974,295
"4519","Michelle","Female",1979,295
"4520","Mitchell","Male",1998,295
"4521","Samuel","Male",2001,295
"4522","Scott","Male",1984,295
"4523","Sharon","Female",1970,295
"4524","Adam","Male",1988,294
"4525","Mitchell","Male",1989,294
"4526","Scott","Male",1986,294
"4527","Deborah","Female",1960,293
"4528","Georgia","Female",1998,293
"4529","Julie","Female",1964,293
"4530","Steven","Male",1983,293
"4531","Thomas","Male",1987,293
"4532","Tracey","Female",1969,293
"4533","Brett","Male",1967,292
"4534","Jayden","Male",1998,292
"4535","Ryan","Male",1999,292
"4536","Wayne","Male",1963,292
"4537","Deborah","Female",1962,291
"4538","Georgia","Female",2003,291
"4539","Sharon","Female",1968,291
"4540","Sophie","Female",2001,291
"4541","Kylie","Female",1978,290
"4542","Mark","Male",1983,290
"4543","Michael","Male",1998,290
"4544","Steven","Male",1982,290
"4545","Anthony","Male",1980,289
"4546","Dylan","Male",1999,289
"4547","Emma","Female",1997,289
"4548","Julie","Female",1971,289
"4549","Liam","Male",2004,289
"4550","Luke","Male",1996,289
"4551","Nicole","Female",1979,289
"4552","Peter","Male",1978,289
"4553","Robert","Male",1976,289
"4554","Ryan","Male",1991,289
"4555","Benjamin","Male",2005,288
"4556","Brett","Male",1971,288
"4557","Jordan","Male",1998,288
"4558","Julie","Female",1970,288
"4559","Matthew","Male",1971,288
"4560","Paul","Male",1979,288
"4561","Robert","Male",1985,288
"4562","Sarah","Female",2003,288
"4563","Shane","Male",1970,288
"4564","Wayne","Male",1962,288
"4565","William","Male",2000,288
"4566","Craig","Male",1973,287
"4567","Melissa","Female",1980,287
"4568","Riley","Male",2005,287
"4569","Sharon","Female",1967,287
"4570","Steven","Male",1967,287
"4571","Amanda","Female",1975,286
"4572","Charlotte","Female",2005,286
"4573","Mitchell","Male",2000,286
"4574","Nathan","Male",1990,286
"4575","Steven","Male",1979,286
"4576","Steven","Male",1981,286
"4577","Amy","Female",1989,285
"4578","Nathan","Male",1995,285
"4579","Adam","Male",1978,284
"4580","Amanda","Female",1971,284
"4581","Craig","Male",1968,284
"4582","Gregory","Male",1965,284
"4583","Jake","Male",1992,284
"4584","Nicholas","Male",1985,284
"4585","William","Male",1998,284
"4586","Aaron","Male",1984,283
"4587","Daniel","Male",2005,283
"4588","Donna","Female",1964,283
"4589","Gregory","Male",1966,283
"4590","Julie","Female",1972,283
"4591","Shane","Male",1976,283
"4592","Sharon","Female",1964,283
"4593","Susan","Female",1969,283
"4594","Andrew","Male",1963,282
"4595","Christopher","Male",1967,282
"4596","Donna","Female",1967,282
"4597","Emma","Female",1987,282
"4598","Jessica","Female",2003,282
"4599","Michelle","Female",1964,282
"4600","Robert","Male",1977,282
"4601","Scott","Male",1967,282
"4602","Shane","Male",1968,282
"4603","Steven","Male",1963,282
"4604","Donna","Female",1963,281
"4605","Leanne","Female",1964,281
"4606","Liam","Male",2005,281
"4607","Luke","Male",1997,281
"4608","Scott","Male",1987,281
"4609","Sharon","Female",1966,281
"4610","Sophie","Female",2005,281
"4611","Adam","Male",1987,280
"4612","Brett","Male",1973,280
"4613","Gary","Male",1961,280
"4614","James","Male",1980,280
"4615","Lisa","Female",1972,280
"4616","Nicole","Female",1983,280
"4617","Ryan","Male",1998,280
"4618","Sharon","Female",1962,280
"4619","Thomas","Male",1988,280
"4620","Timothy","Male",1988,280
"4621","Charlotte","Female",2004,279
"4622","Donna","Female",1962,279
"4623","Dylan","Male",2000,279
"4624","Emma","Female",1998,279
"4625","Julie","Female",1965,279
"4626","Melissa","Female",1986,279
"4627","Michelle","Female",1965,279
"4628","Robert","Male",1981,279
"4629","Sophie","Female",2003,279
"4630","Brett","Male",1964,278
"4631","Hannah","Female",2002,278
"4632","James","Male",2002,278
"4633","Jessica","Female",2005,278
"4634","Rebecca","Female",1994,278
"4635","Shane","Male",1967,278
"4636","Sophie","Female",2004,278
"4637","Connor","Male",2003,277
"4638","Dylan","Male",2001,277
"4639","Emma","Female",1995,277
"4640","Emma","Female",1999,277
"4641","Hannah","Female",2003,277
"4642","Jacob","Male",1992,277
"4643","Kylie","Female",1976,277
"4644","Mitchell","Male",1999,277
"4645","Nathan","Male",1994,277
"4646","Timothy","Male",1979,277
"4647","Wendy","Female",1960,277
"4648","Aaron","Male",1990,276
"4649","Brendan","Male",1985,276
"4650","Julie","Female",1966,276
"4651","Liam","Male",1995,276
"4652","Ryan","Male",1993,276
"4653","Sarah","Female",2002,276
"4654","Brett","Male",1972,275
"4655","Jacob","Male",2005,275
"4656","James","Male",2005,275
"4657","Jason","Male",1985,275
"4658","Nicholas","Male",1986,275
"4659","Robert","Male",1978,275
"4660","Samantha","Female",1994,275
"4661","Debra","Female",1963,274
"4662","Nathan","Male",1992,274
"4663","Ryan","Male",2003,274
"4664","Wayne","Male",1965,274
"4665","Aaron","Male",1981,273
"4666","Brett","Male",1969,273
"4667","Brett","Male",1970,273
"4668","Kylie","Female",1971,273
"4669","Luke","Male",2004,273
"4670","Melissa","Female",1975,273
"4671","Ryan","Male",1997,273
"4672","Anthony","Male",1979,272
"4673","Christine","Female",1960,272
